repo_name,commit,author_name,commit_timestamp,message,is_corrective,is_adaptive,is_perfective,is_refactor,is_cursing,is_positive_sentiment,is_negative_sentiment,is_performance,files,non_test_files,code_files,code_non_test_files,duration
2020/11/11 15:45:04 [WARN] Skipping WAF IP Set sweep for us-gov-west-1: RequestError: send request failed
caused by: Post ""https://waf.us-gov-west-1.amazonaws.com/"": dial tcp: lookup waf.us-gov-west-1.amazonaws.com: no such host
2020/11/11 15:45:04 [DEBUG] Running Sweeper (aws_waf_xss_match_set) in region (us-gov-west-1)
2020/11/11 15:45:05 [WARN] Skipping WAF XSS Match Set sweep for us-gov-west-1: RequestError: send request failed
caused by: Post ""https://waf.us-gov-west-1.amazonaws.com/"": dial tcp: lookup waf.us-gov-west-1.amazonaws.com: no such host
2020/11/11 15:45:05 [DEBUG] Running Sweeper (aws_waf_size_constraint_set) in region (us-gov-west-1)
2020/11/11 15:45:06 [WARN] Skipping WAF Size Constraint Set sweep for us-gov-west-1: RequestError: send request failed
caused by: Post ""https://waf.us-gov-west-1.amazonaws.com/"": dial tcp: lookup waf.us-gov-west-1.amazonaws.com: no such host
2020/11/11 15:45:06 Sweeper Tests ran successfully:
	- aws_waf_sql_injection_match_set
	- aws_waf_byte_match_set
	- aws_waf_size_constraint_set
	- aws_waf_rule
	- aws_waf_regex_pattern_set
	- aws_waf_regex_match_set
	- aws_waf_geo_match_set
	- aws_waf_ipset
	- aws_waf_web_acl
	- aws_waf_rule_group
	- aws_waf_rate_based_rule
	- aws_waf_xss_match_set
ok  	github.com/terraform-providers/terraform-provider-aws/aws	21.532s
```",true,true,false,false,false,false,false,false,13,2,13,2,0
NavigateCMS/Navigate-CMS,d459b1d151350b401236e0a7f746c82a8fa80562,NavigateCMS,2020-06-19 13:46:55 UTC,"* items: prevent SQL Injection in items category order
",true,false,false,false,false,false,false,false,3,3,2,2,15
OpenSID/OpenSID,d8829ec8f1a799229dfabb268b7e585e0315202e,Eddie Ridwan,2020-06-01 07:15:21 UTC,"Perbaiki supay autocomplete menampilkan semua pilihan setelah ada teks cari aktif. Kembali tampilkan teks cari di kotak cari seperti pada halaman lainnya. Perbaiki tombol kembali ke daftar rincian. Gunakan penulisan variable session yg lebih sederhana. Escape teks cari menghindari sql injection. Perbaiki penulisan php di view.
",false,false,false,false,false,false,false,false,6,6,6,6,169
BeatButton/beattie-bot,ab36b2053ee09faf4cc9a279cf7a4c010864cb29,BeatButton,2017-02-08 03:01:44 UTC,"Protected from SQL injection.
",false,false,false,false,false,false,false,false,1,1,1,1,435
BeatButton/beattie,ab36b2053ee09faf4cc9a279cf7a4c010864cb29,BeatButton,2017-02-08 03:01:44 UTC,"Protected from SQL injection.
",false,false,false,false,false,false,false,false,1,1,1,1,435
Cvolton/GMDprivateServer,70decc224a292af7fee10418d995dccbc0de4713,Cvolton,2017-02-08 22:13:37 UTC,"sql injection exploit fix
",true,false,false,false,false,false,false,false,1,1,1,1,1
Cvolton/GMDprivateServer,1855da9247dce54c09472cbf7bb822f0f0661477,Cvolton,2017-02-04 12:44:56 UTC,"sql injection
",false,false,false,false,false,false,false,false,1,1,1,1,152
Cvolton/GMDprivateServer,d152693b027ce1d12d1d50d742c3731e6ed5acf5,Cvolton,2017-02-08 22:17:31 UTC,"sql injection
",false,false,false,false,false,false,false,false,1,1,1,1,1
Cvolton/GMDprivateServer,607113ef16271a2d8759dd655960a8ca23c9ebe8,Cvolton,2017-02-23 22:16:14 UTC,"sql injection patch
",false,false,false,false,false,false,false,false,1,1,1,1,1360
Cvolton/GMDprivateServer,1e7f0796056248b454d03bd17da0995ee52f9989,Cvolton,2017-02-08 22:15:50 UTC,"possible sql injection exploit patch
",false,false,false,false,false,false,false,false,1,1,1,1,2
Cvolton/GMDprivateServer,814ef0d2da3aacebda2e4e7f55bce3ded211fac1,Cvolton,2017-02-23 22:19:09 UTC,"sql injection patch
",false,false,false,false,false,false,false,false,1,1,1,1,2
Cvolton/GMDprivateServer,32701341ff6116c6d04b838441dc335ed626c08b,Cvolton,2017-02-08 22:12:05 UTC,"sql injection exploit patch
",false,false,false,false,false,false,false,false,1,1,1,1,2
Cvolton/GMDprivateServer,75a2c8b89fbf33bb026dfaa5c3c45c03759c6c7f,Cvolton,2017-02-03 16:08:16 UTC,"sql injection exploit fix
",true,false,false,false,false,false,false,false,2,2,2,2,0
mybb/mybb,d8ecb6239bb6d1fa07af29220a412481e6d9652a,Stefan-ST,2013-12-03 12:56:54 UTC,"Fixes SQL injection in admin/modules/config/smilies.php
",true,false,false,false,false,false,false,false,1,1,1,1,3
pouchdb/pouchdb,59b1f9e003b9858796bbbe7f5f476b3cba527c26,Nolan Lawson,2013-12-21 08:51:45 UTC,"(#1170) Escape startkey/endkey in WebSQL allDocs()

Properly escape the startkey/endkey to avoid SQL injection
vulnerabilities or problems with invalid characters.
",true,false,false,false,false,false,false,false,2,1,2,1,3582
librenms/librenms,9f5b42b028a0d1268455a0e5f83a523e4f276fc9,Maurice den Braber,2018-03-25 20:50:09 UTC,"webui: Allow full search on devices page (#8364)

* Update devices.inc.php

* Update devices.inc.php

* Replace $_POST with $vars

Better protection for SQL injection attempts; Need to verify other files for same issue.

* Fixed whitespace.

*sigh*

* More search options & sql injection fixes.

+Allow full search on devices page;
+Allow sysName search on alertlog page;
+Allow sysName search on alerts page;
+Allow sysName search on eventlog page;
+Allow sysName search on poll-log page;
+Allow sysName search on ports page;

*Replaced all occurrences of $_POST with $vars in librenms/html/includes/table. ($vars are sanity-checked).

* Whitespace fix

* Fixed $where & $param

* Add files via upload

* Whitespaces....

Sometimes you want'em, sometimes you hate'em.
",true,true,false,false,false,false,true,false,32,32,32,32,65171
MarkUsProject/Markus,a0540acbbc5f2671bacf3c9edc151a7e9d11082f,Varoquaux,2013-01-04 09:29:54 UTC,"Merge pull request #948 from benjaminvialle/RailsFix

Upgraded Rails version to fix SQL injection",true,true,false,false,false,false,false,false,2,2,0,0,277677
MarkUsProject/Markus,2efaf9d5d865b016c501e1987716584ede22196a,Benjamin Vialle,2013-01-03 19:10:15 UTC,"Upgraded Rails version to fix SQL injection
",true,true,false,false,false,false,false,false,2,2,0,0,177021
Growstuff/growstuff,03fd77b03e61e64669734d8699ba418726d40360,Miles Gould,2013-01-04 12:33:22 UTC,"Upgrade to Rails 3.2.10

 - there was a SQL injection bug in 3.2.8
 - also fixed the version of therubyracer, to avoid dependency on native
   v8.
 - we need therubyracer to build bootstrap stuff.
",true,false,false,false,false,false,false,false,2,2,0,0,9263
commons-app/apps-android-commons,384f3dd166c223328863b9f54ec9ea1d2be0799c,YuviPanda,2013-01-31 21:19:27 UTC,"Fix potential SQL Injection hole
",true,false,false,false,false,false,false,false,1,1,1,1,0
JetBrains/intellij-community,4925746bf715798c02297119c74eba83413019d7,Semyon Proshev,2016-05-11 11:01:24 UTC,"PY-19473 Fixed: Incorrect sql injection detected

Update ""COPY FROM/TO"" regexp to decrease false positives
",true,false,false,false,false,false,false,false,1,1,0,0,18279
CollegeSTAR/collegestar_org,f34dbc6223d1ca331e7b84a201ffa8b90b9969eb,Joel Tanner Jones,2016-05-17 21:03:47 UTC,"Update UdlModule to use parameterized queries

UdlMoudle#get_sections_by_page and UdlModule#get_page_seciton_count
where not using parameterized queries and therefore could have been
vulnerable to sql injection. This commit updates them to use
parameterized queries.
",false,true,true,true,false,false,false,false,1,1,1,1,8
CollegeSTAR/collegestar_org,41b7b34081c73e20197d3f35c601adbac7641f94,Joel Tanner Jones,2016-05-17 20:55:41 UTC,"Update Redesign Summary to use parameterized query

RedesignSummary#add_existing_attachments was not using parameterized
queries and was vulnerable to sql injections, it's not now.
",false,true,true,true,false,false,false,false,1,1,1,1,7
Cacti/cacti,0e127daa11249dc0501b55b26544241518d1db7a,cigamit,2016-05-08 14:43:07 UTC,"-bug:0002673: [CVE-2016-3659]Cacti graph_view.php SQL Injection Vulnerability
",true,false,false,false,false,false,false,false,1,1,1,1,4316
FOGProject/fogproject,7b5789f0b2ea08c1c234639d7cf4d2aea9986717,Tom Elliott,2016-05-20 13:05:30 UTC,"Start working on binding parameters so we are much more SQL Injection secure

git-svn-id: 2a7368e07a5e2e9069bfa1b4300f283a4e68c5f8@5508 71f96598-fa45-0410-b640-bcd6f8691b32
",false,false,false,false,false,false,false,false,3,3,3,3,149
FOGProject/fogproject,42a130aa7e894e47c384166c83d102d187ac0351,masterzune,2016-05-20 13:05:30 UTC,"Start working on binding parameters so we are much more SQL Injection secure

git-svn-id: 2a7368e07a5e2e9069bfa1b4300f283a4e68c5f8@5508 71f96598-fa45-0410-b640-bcd6f8691b32
",false,false,false,false,false,false,false,false,3,3,3,3,149
NovaFox161/DisCal-Discord-Bot,d2ba9b3f1c0a7fb9e21ef844b5614033393a50ba,NovaFox161,2019-01-17 21:37:06 UTC,"Fix possible SQL injection.
",true,false,false,false,false,false,false,false,1,1,1,1,54813
Impactstory/oadoi,4cde28ea869c921be917cd8726edb958b37d683a,Richard Orr,2019-01-19 23:37:26 UTC,"fix sql injection vulnerability in search endpoints
",true,false,false,false,false,false,false,false,1,1,1,1,1587
Impactstory/sherlockoa,4cde28ea869c921be917cd8726edb958b37d683a,Richard Orr,2019-01-19 23:37:26 UTC,"fix sql injection vulnerability in search endpoints
",true,false,false,false,false,false,false,false,1,1,1,1,1587
MushroomObserver/mushroom-observer,f3fb0c11ec3a18bc69d296836331fb1845e2c519,Nathan Wilson,2019-01-27 22:52:07 UTC,"Better fix for SQL injection
",true,false,false,false,false,false,false,false,1,1,1,1,5
MushroomObserver/mushroom-observer,8659b8b654188462ccb683dc9ce5d6ce557a865c,Nathan Wilson,2019-01-27 22:46:12 UTC,"Back off on SQL injection fix
",true,false,false,false,false,false,false,false,1,1,1,1,8
MushroomObserver/mushroom-observer,851a8c67f9e6465adb875bff3e27d4c7616b1afb,Nathan Wilson,2019-01-27 22:22:01 UTC,"Fix possible SQL injection
",true,false,false,false,false,false,false,false,1,1,1,1,17
IPGP/webobs,c0349fc2f90a405b24562bcc436dc90cecf53529,Xavier Béguin,2019-01-18 05:28:01 UTC,"Fix register.pl security and add changepassowrd.pl

Fix 4 security vulnerabilities in register.pl: 1 password leak, 2 arbitrary
command executions, and one SQL injection that be easily exploited as denial of
service.

This also adds the changepassword.pl scripts that allows users to change
their password in the web server password files.

Detailed changes:

CODE/cgi-bin/register.pl
  Multiple changes in this script, including correction for 4 security
  vulnerabilities (one being potentially exploitable by unauthenticated
  users):

  - updated the message displayed to the registering user after
    completion to an hopefully less ambiguous message (as I noticed
    users were often expecting an automated email):
    ""Your request will be processed asap. An administrator should notify
    you on $mailaddr for confirmation.""

  - added a (client-side) test of the length of the password before
    submitting the form

  - the way register.pl had been calling 'htpasswd' to get the encrypted
    password was introducing 2 security vulnerabilities:
    - using the shell to invoke 'htpasswd' with values provided by the
      user could lead to command execution (incomplete sanatization was
      mitigating this issue but a simple command could still be executed).
    - passing the password on the command line made it visible from any
      user/program on the system.
    The updated register.pl now invoques htpasswd using IPC::Open3
    (which uses execvp(3)), and the password is provided through its
    standard input.

  - register.pl was using the SHA-1 format to encrypt the password,
    which is a scheme vulnerable to rainbow table attacks. The
    encryption method can now be chosen between 'md5' and 'bcrypt' using
    the HTPASSWD_ENCRYPTION configuration variable. Use of 'md5' is
    advised as it allows for more compabitility with other webservers
    (in particular Nginx). Use bcrypt only if you really need 'very
    secure' passwords and don't care about portability.

  - register.pl was not sanitising the full name provided by the user
    before using it in a raw SQL query that was potentially indefinitely
    repeated.  This could easily be exploited to create a denial of
    service.  register.pl now uses a bound query to let DBI properly
    escape the values, and we limit the number of times the query is
    repeated (a better solution should be found on in the future).

CODE/cgi-bin/WebObs/Users.pm
   New helper functions htpasswd, htpasswd_update, htpasswd_verify,
   htpasswd_display that allow to call the 'htpasswd' command, used in
   register.pl and changepassword.pl.

CODE/cgi-bin/changepassword.pl
  New script that allows the current user to change their password.
  The current password is first verified, and a minimal length for the new
  passowrd can be enforced through the use of the ""HTPASSWORD_MIN_LENGTH""
  configuration variable.
  The password file must be designated by HTTP_PASSWORD_FILE, and the
  'htpasswd' binary by PRGM_HTPASSWD. htpasswd will use the encryption chosen
  in HTPASSWD_ENCRYPTION (md5 by default).
  Password change can be disabled by the administrator by setting
  ALLOW_HTPASSWORD_CHANGE to 0, and the 'guest' user is always forbidden to
  change their password.

SETUP/CONF/menunav.html
  Added link to /cgi-bin/changepassword.pl

SETUP/CONF/WEBOBS.rc
  Added new configuration variables for changepassword.pl and register.pl:

  # Authentication file for the web server
  HTTP_PASSWORD_FILE|${ROOT_CONF}/htpasswd
  # Minium length for user password
  HTPASSWORD_MIN_LENGTH|8
  # Whether to allow users to change their own password
  ALLOW_HTPASSWORD_CHANGE|0
  # Path to the htpasswd command
  PRGM_HTPASSWD|/usr/bin/htpasswd
  # Encryption format to use when creating/updating passwords:
  # ""md5"" for option -m or ""bcrypt"" for option -B to htpasswd.
  # ""md5"" is more portable while ""bcrypt"" is even more secure.
  HTPASSWD_ENCRYPTION|md5
",true,true,true,true,false,false,false,false,5,5,3,3,3
OCA/account-financial-reporting,91361ef042d16f3fda3ea8f09539a4a4baadd6d5,Wolfgang Pichler,2019-01-16 18:38:26 UTC,"[MIG] account_financial_report: Migration to 12.0

[IMP] Reformated one query to avoid one sql injection warning message - but no sql injection was possible here
",false,false,false,false,false,false,false,false,23,16,20,13,
interchange/interchange,90b150ad7eb15cb96e3aa5dd1390e38e82f96908,mike,2011-02-03 22:18:22 UTC,"Prevent possible SQL injection problem.
",true,false,false,false,false,false,false,false,1,1,1,1,
colinsc/koha,b0f60221f41041665c4fecacce35654fc8d45a01,Chris Nighswonger,2011-02-24 14:57:11 UTC,"Security Bugfix: Bug 1953 Adding Placeholders to SQL To Avoid Potential Injection Attacks

This patch addresses both security issues mentioned in the summary of the report
submitted by Frère Sébastien Marie included below.

---------------------------
The problem is here: 'C4/AuthoritiesMarc.pm' in the function 'DelAuthority':
The argument $authid is included directly (not via statement) in the SQL.

For the exploit of this problem, you can use 'authorities/authorities-home.pl'
with authid on the URL and op=delete (something like
""authorities/authorities-home.pl?op=delete&authid=xxx"").

This should successfully call DelAuthority, without authentification...
(DelAuthority is call BEFORE get_template_and_user, so before authentification
[This should be an issue also...]).

Please note that the problem isn't only that anyone can delete an authority of
this choose, it is more general: with ""authid=1%20or%1=1"" (after inclusion sql
will be like: ""delete from auth_header where authid=1 or 1=1"") you delete all
authorities ; with ""authid=1;delete%20from%xxx"" it is ""delete from auth_header
where authid=1;delete from xxx"" and so delete what you want...

SQL-INJECTION is very permissive: you can redirect the output in a file (with
some MySQL function), so write thea file of you choose in the server, in order
to create a backdoor, and compromise the server.

Signed-off-by: Frère Sébastien Marie <75bb7a385b394e76819a2e62a420b280277b72cb@latrappe.fr>
Signed-off-by: Chris Cormack <d7aa3da1d5912a8b3f7b831e4f9f40b8b3d7e8b1@catalyst.net.nz>
",true,true,true,false,false,false,false,false,2,2,2,2,149460
find-sec-bugs/find-sec-bugs,8780c7c16ac9ea2b2ff474637dd1be314801672f,h3xstream,2012-07-22 19:10:53 UTC,"Sql Injection detector added for JDO and JPA api
",false,true,false,false,false,false,false,false,13,5,12,4,46995
colinsc/koha,934a8a1156f20807c1c132b451c452d39569d1fe,Jonathan Druart,2012-07-10 14:00:54 UTC,"Bug 7955: Followup : Check the syspref value (avoid sql injection)

Signed-off-by: Kyle M Hall <kyle@bywatersolutions.com>

Works as expected. Fields with disallowed characters do not show up.
Added 'if $debug' to an pseudo-unconditional warn.

Signed-off-by: Paul Poulain <eedb72edbb44448b1f14f12416a76acfd5e52f95@biblibre.com>
",false,false,false,false,false,false,false,false,2,2,2,2,8578
bywatersolutions/ByWater-KOHA,934a8a1156f20807c1c132b451c452d39569d1fe,Jonathan Druart,2012-07-10 14:00:54 UTC,"Bug 7955: Followup : Check the syspref value (avoid sql injection)

Signed-off-by: Kyle M Hall <kyle@bywatersolutions.com>

Works as expected. Fields with disallowed characters do not show up.
Added 'if $debug' to an pseudo-unconditional warn.

Signed-off-by: Paul Poulain <eedb72edbb44448b1f14f12416a76acfd5e52f95@biblibre.com>
",false,false,false,false,false,false,false,false,2,2,2,2,8578
bywatersolutions/bws-package,934a8a1156f20807c1c132b451c452d39569d1fe,Jonathan Druart,2012-07-10 14:00:54 UTC,"Bug 7955: Followup : Check the syspref value (avoid sql injection)

Signed-off-by: Kyle M Hall <kyle@bywatersolutions.com>

Works as expected. Fields with disallowed characters do not show up.
Added 'if $debug' to an pseudo-unconditional warn.

Signed-off-by: Paul Poulain <eedb72edbb44448b1f14f12416a76acfd5e52f95@biblibre.com>
",false,false,false,false,false,false,false,false,2,2,2,2,8578
privacyidea/privacyidea,1ea0318ee17f033ef150d79bcf6ade13bd64ac3f,Cornelius Kölbel,2016-12-21 16:01:04 UTC,"Avoid potential SQL injection.
",true,false,false,false,false,false,false,false,1,1,1,1,26
wikimedia/mediawiki-extensions-BlogPage,c57f671db220176e1c51030e20534e0782c9387b,Jack Phoenix,2016-12-17 17:19:21 UTC,"SQL injections, DOS vectors, XSS and oh my!

Bug: T152884
Change-Id: I5e8eb624ece7e9e6c584f99d07a3ec2b25022959
",true,false,false,false,false,false,false,false,3,3,3,3,9541
rails/rails,05ef038bb955d4a0c9cbda50bf7ff7eb259bdf59,Raimonds Simanovskis,2010-05-16 16:55:21 UTC,"Fixed adapter tests not to assert LIMIT and OFFSET in SQL strings

Fixed adapter test cases that were failing in oracle because the asserts were looking for the presence of offset and limit which are not available in oracle. Changed the tests to check that the sql injection is not present in the output so that the tests are database adapter agnostic.
",true,false,false,false,false,false,false,false,1,0,1,0,100928
TrinityCore/TrinityCore,f286f583fc211582d5dcf44648f300dc880040cc,Machiavelli,2010-05-13 16:25:32 UTC,"Prevent SQL injection in Player::_SaveEquipmentSets()

--HG--
branch : trunk
",true,false,false,false,false,false,false,false,1,1,1,1,23
ElunaLuaEngine/ElunaTrinityWotlk,f286f583fc211582d5dcf44648f300dc880040cc,Machiavelli,2010-05-13 16:25:32 UTC,"Prevent SQL injection in Player::_SaveEquipmentSets()

--HG--
branch : trunk
",true,false,false,false,false,false,false,false,1,1,1,1,23
AshamaneProject/AshamaneCore,1dd755358625dff0e125c2cf4ac3aa2305d716b2,Machiavelli,2010-05-13 16:25:32 UTC,"Prevent SQL injection in Player::_SaveEquipmentSets()

--HG--
branch : trunk
",true,false,false,false,false,false,false,false,1,1,1,1,23
AshamaneProject/AshamaneCore,f286f583fc211582d5dcf44648f300dc880040cc,Machiavelli,2010-05-13 16:25:32 UTC,"Prevent SQL injection in Player::_SaveEquipmentSets()

--HG--
branch : trunk
",true,false,false,false,false,false,false,false,1,1,1,1,23
MaharaProject/mahara,08d8b8b14fff3e186cbca2a64c67484b13f22d17,Francois Marier,2010-05-25 05:04:45 UTC,"Cast an ID coming from user data before it hits a query

This is a security fix (SQL injection).

Signed-off-by: Francois Marier <5187da0b934cc25eb2201a3ec9206c24b13cb23b@catalyst.net.nz>
",true,false,false,false,false,false,false,false,1,1,1,1,5800
MaharaProject/mahara,d216a8c0f9970569fddf203d50ec69e14e428b2b,Francois Marier,2010-05-25 06:22:47 UTC,"Extra validation for search fields

This is not a security fix but rather a cleanup to harden this code
and make it harder to accidentally introduce a SQL injection in the
future.

Signed-off-by: Francois Marier <5187da0b934cc25eb2201a3ec9206c24b13cb23b@catalyst.net.nz>
",false,false,true,true,false,false,false,false,1,1,1,1,59
MaharaProject/mahara,dc04329d081e1b5e24b070471b47addee2c34549,Francois Marier,2010-05-25 05:23:12 UTC,"Rewrite a function parameter to avoid having to pass SQL

This is not a security fix but rather a cleanup to harden this code
and make it harder to accidentally introduce a SQL injection in the
future.

Signed-off-by: Francois Marier <5187da0b934cc25eb2201a3ec9206c24b13cb23b@catalyst.net.nz>
",false,false,true,true,false,false,false,false,2,2,2,2,18
Cacti/cacti,9aaea4c2a222a46d1e2230dda53b10aea02c698a,Larry Adams,2010-05-13 12:22:07 UTC,"-security:0001749: MOPS-2010-023: Cacti Graph Viewer SQL Injection Vulnerability 

git-svn-id: 1c0139d5a254bbfdc7488bad8ff35377293b87b3@5920 860744bd-22fc-0310-8c96-e9fe5004b5ca
",true,false,false,false,false,false,false,false,3,3,2,2,5460
backdrop-ops/backdrop-pantheon,526558401680f5d8b402823dbd5d40fd17620980,Dries Buytaert,2010-05-05 16:51:30 UTC,"- Patch #769554 by jpmckinney, Berdir, cha0s: fixed trivial SQL injection(s) with SelectQuery.
",true,false,false,false,false,false,false,false,5,4,1,1,9
MaharaProject/mahara,2e2f34abf7787b89305d7b4895cdbdee835984cb,Francois Marier,2010-05-26 00:29:07 UTC,"Remove the ability for blocktypes to inject straight SQL into a query

This was not exploitable, but will reduce the risk that a SQL injection
will be accidentally introduced in the future.

Signed-off-by: Francois Marier <5187da0b934cc25eb2201a3ec9206c24b13cb23b@catalyst.net.nz>
",false,false,false,false,false,false,false,false,9,9,9,9,1077
draios/falco,f64ea7def5337fd5a08ba82eeaebbcf15f2bce1a,Mark Stemm,2016-05-11 21:11:18 UTC,"Add addl groups of binary programs.

Add some new groups of binary programs as macros and start using them in
the set of rules:

 - docker_binaries: docker and exe (which is a temporary process name
   for processes like docker-proxy)
 - http_server_binaries: httpd, nginx, and similar
 - db_server_binaries: mysql for now, we'll add more later
 - server_binaries: all of the above
 - userexec_binaries: sudo and su.

Start using these groups in the rules. Most of the time, changing from
the inline lists of processes to macros was a no-op. There are some
actual changes, though:

 - docker and exe are now allowed to read 'sensitive' files. They may
   not actually do so, but it's not really harmful.
 - lighttpd is now allowed to read 'sensitive' files, via inclusion in
   http_server_binaries.
 - su, lighttpd, and docker can now setuid.
 - http-foreground is included as a http server wrt non-port 80/443 ports.

I'm going to use these macros in some of the following rules.

This actually prevents detection of mysql reading sensitive files, which
is one of the demo scenarios (sql injection). I plan on adding this
detection back in the next commit.
",false,true,false,false,false,false,false,false,1,1,0,0,206
draios/falco,c761218bfebf0000bd07554897e9b78f4f3a6640,Mark Stemm,2016-05-11 21:59:41 UTC,"Don't let databases spawn processes after startup.

This will detect the result of some sql injection attacks where the
injected query tries to spawn a process.

We don't include web servers in this list for now due to things like
mod_perl, mod_php, etc. Maybe we can add it once we make exceptions for
those modules.
",false,false,true,true,false,false,false,false,1,1,0,0,18
espinosaluis/TrackMeViewer,860e74d6bc49a5b2d4a8dfb7e3cd697f12cab297,Fabian Neundorf,2016-05-24 21:10:25 UTC,"Prepare requests to switch to PDO

Using PDO instead of mysql commands makes it possible to use other database
systems in the future. The mysql commands have also been removed in PHP 7 and
with PDO it is possible to avoid SQL injection.

This will only change the verification structure to PDO and only changes the
geticonlist action. Later patches can then change the more complicated queries
mostly independently.
",false,true,true,true,false,false,false,false,1,1,1,1,10253
espinosaluis/TrackMeViewer,e8a729096a9b9f4a5a880e6606daf49a35171f3b,Fabian Neundorf,2016-05-27 15:26:30 UTC,"Prepare requests to switch to PDO

Using PDO instead of mysql commands makes it possible to use other database
systems in the future. The mysql commands have also been removed in PHP 7 and
with PDO it is possible to avoid SQL injection.

This will only change the verification structure to PDO and only changes the
geticonlist action. Later patches can then change the more complicated queries
mostly independently.
",false,true,true,true,false,false,false,false,2,1,2,1,83
nigelhorne/CGI-Info,53425666e00a7cd64852365223173a910bc464f6,Nigel Horne,2016-01-05 13:22:56 UTC,"Log the IP address of client attempting SQL injection
",false,false,false,false,false,false,false,false,3,3,1,1,13547
palasthotel/grid,df976e6c00f5963ca5a1096cb9ea667f0b0e8233,Enno Welbers,2016-01-07 09:05:06 UTC,"closes a possible sql injection attack vector
",false,false,false,false,false,false,false,false,1,1,1,1,170085
Charcoal-SE/metasmoke,cdc1c8d5eac55c155aa03341b9300a6d6fb707c4,Undo1,2017-09-05 00:35:53 UTC,"Sanitize SQL LIKE operations taking user input

https://rorsecurity.info/portfolio/rails-sql-injection-like
",false,false,false,false,false,false,false,false,4,4,4,4,610
wikimedia/mediawiki-extensions-CheckUser,a021052d78039925221adf74b30e58f9b61e3494,John Du Hart,2011-10-20 00:45:32 UTC,"Followup r100165, fix SQL injections and conditions
",true,false,false,false,false,false,false,false,2,2,2,2,1489
thexerteproject/xerteonlinetoolkits,b8d8362238ed16ef28f6f2c3aae6ddc524629997,Dave Goodwin,2011-10-05 20:15:36 UTC,"reindentation; attempting to refactor slightly (replace sql injection prone db calls with db_query*(..); try and reduce nesting by exiting early if possible; these changes need testing and have not been yet (I will try and check them asap once they are commmitted so i can sync them to my other server)

git-svn-id: 17e300447cb4b020d428f438ce6532ae41087135@124 912cdd6b-5c7d-d5a7-a2ba-d0f0cdb91641
",false,false,true,true,false,false,false,false,6,6,6,6,2812
thexerteproject/xerteonlinetoolkits,282a91c9887cb2b184af83da4e50d8e2ad910390,Dave Goodwin,2011-10-05 20:15:36 UTC,"reindentation; attempting to refactor slightly (replace sql injection prone db calls with db_query*(..); try and reduce nesting by exiting early if possible; these changes need testing and have not been yet (I will try and check them asap once they are commmitted so i can sync them to my other server)

git-svn-id: 17e300447cb4b020d428f438ce6532ae41087135@124 912cdd6b-5c7d-d5a7-a2ba-d0f0cdb91641
",false,false,true,true,false,false,false,false,6,6,6,6,2812
joomla/joomla-cms,2e60ac283b0f9cf47321ffdaa0f789bfa955794d,Andrew Eddie,2011-01-11 03:44:44 UTC,"Fixed issue [#24232] SQL Injection can result in information disclosure (Ian MacLennan).

git-svn-id: 18e04b58169eb5c65245ae16c7324e17a4d46a4c@20267 6f6e1ebd-4c2b-0410-823f-f34bde69bce9
",true,false,false,false,false,false,false,false,36,36,35,35,1031
DinoTools/dionaea,4629be9a2570190f9b9945862ea05ab1bd9e1622,common,2011-01-24 22:02:16 UTC,"pg_backend - % vs. , - pypgsql makes it easy to allow sql injections ...
",false,false,false,false,false,false,false,false,1,1,1,1,18827
joomla/joomla-cms,ec92413d57505e3e5a860b40650f08fa118c7316,Andrew Eddie,2011-01-08 07:49:36 UTC,"Fixed issue [#24206] SQL Injection in templates in assignment of template styles to pages (Ian MacLennan).

git-svn-id: 18e04b58169eb5c65245ae16c7324e17a4d46a4c@20175 6f6e1ebd-4c2b-0410-823f-f34bde69bce9
",true,false,false,false,false,false,false,false,2,2,1,1,4
ChurchCRM/CRM,10a26ada66937cc7ad0036842cc1300fbe637678,mikewiltwork,2011-01-02 04:44:26 UTC,"Make sure things get defined before used, added FilterInput to prevent sql injection
",false,false,false,false,false,false,false,false,3,3,3,3,54860
exponentcms/exponent-cms,67a9c2f0229de120431f3eecb0f5017075517105,dleffler,2020-04-27 20:34:18 UTC,"fix sql injection issue
",true,false,false,false,false,false,false,false,1,1,1,1,14
cmu-delphi/delphi-epidata,a2d814c696ab963d36b18a7c000bb534e9d51e88,undefx,2020-04-15 06:43:54 UTC,"sanitize user input

- a **huge** thanks to Pedrito Maynard-Zhang (pedritom@amazon.com) for 
disclosing this vulnerability
- PoC confirms SQL injection at the wiki endpoint
- vulnerability is fixed by this change
",true,false,false,false,false,true,false,false,1,1,1,1,477
zaproxy/zap-extensions,bebedeaae6c6579715939bd9c011c0bd1f98e003,thc202,2020-03-30 12:44:18 UTC,"ascanrules: correct tech check in SQL Injection

Do not check the `Db` tech by reference since imported contexts use new
`Tech` instances.

Fix zaproxy/zaproxy#5918 - Skipped plugin TestSQLInjection with imported
Context

Signed-off-by: thc202 <43af82ef30812a20fbcf38b99a6f72cdd3a89ac1@gmail.com>
",true,true,false,false,false,false,false,false,3,1,2,0,4124
