repo_name,file,repo_split,file_split,first_period_commits,second_period_commits
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/cast/output_closure/CastPrimitives$IntValueHolder.impl.java.js.txt,Train,Validation,1,1
GeoscienceAustralia/eo-datasets,requirements/main.txt,Train,Test,1,1
PaddlePaddle/Paddle,paddle/fluid/inference/api/demo_ci/CMakeLists.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/jsasync/output_closure/Main$AsyncInterface$$LambdaAdaptor.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/innerclassinheritance/output_closure/ChildClass$InnerClass.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/importglobaljstypes/output_closure/Date$NativeDate$$Overlay.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/abstractinnerclass/output_closure/InnerClasses.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/multipleabstractparents/output_closure/MultipleAbstractParents$IStringList$$LambdaAdaptor.impl.java.js.txt,Train,Test,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/abstractmethodoverridedefault/output_closure/AbstractMethodOverrideDefault$I.impl.java.js.txt,Train,Train,1,1
thombashi/sqlitebiter,docs/pages/introduction/badges.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/intersectiontype/output_closure/IntersectionTypeTest$EmptyA.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/instancejsmethods/output_closure/MyInterface$$LambdaAdaptor.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/intersectiontype/output_closure/Cmp$$LambdaAdaptor.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/bridgejsmethod/output_closure/Main$G$$LambdaAdaptor.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/typewildcards/output_closure/GenericType.impl.java.js.txt,Train,Train,1,1
openstack/puppet-openstack-integration,openstack_modules.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/bridgemethods/output_closure/Getter$$LambdaAdaptor.impl.java.js.txt,Train,Train,1,1
CESNET/libyang,tests/fuzz/CMakeLists.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/nestedlocalclasses/output_closure/NestedLocalClasses$InterfaceWithThisReference.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/jsbridgeaccidentaloverride/output_closure/Main.impl.java.js.txt,Train,Train,1,1
Azure/azure-sdk-for-net,eng/mgmt/mgmtmetadata/hdinsight_resource-manager.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/accidentaloverride/output_closure/Parent.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/jsoverlay/output_closure/Main$NativeJsTypeWithOverlay$$Overlay.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/array/output_closure/Arrays$SomeObject.impl.java.js.txt,Train,Validation,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/bridgejsmethod/output_closure/Main$D.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/devirtualizedcalls/output_closure/StringCalls.impl.java.js.txt,Train,Train,1,1
microsoft/TypeScript,tests/baselines/reference/objectTypeHidingMembersOfExtendedObject.errors.txt,Train,Train,1,1
rdo-infra/ci-config,ci-scripts/infra-setup/roles/rrcockpit/files/telegraf_py3/requirements.txt,Train,Train,1,1
JustFixNYC/who-owns-what,requirements.txt,Validation,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/anonymousinnerclass/output_closure/AnonymousInnerClass$1C.impl.java.js.txt,Train,Train,1,1
bobintetley/asm3,reports/adoptable_animals_mailmerge.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/libraryinfo/output_closure/Main$JsAccessibleFunctionnalInterface.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/lambdas/output_closure/Lambdas$3.impl.java.js.txt,Train,Train,1,1
LagoLunatic/DSVEdit,docs/HoD RAM Map.txt,Train,Train,1,1
mongodb/bson-ruby,docs/tutorials/bson-v4.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/innerclassinitorder/output_closure/InnerClassInitOrder$P1.impl.java.js.txt,Train,Train,1,1
zephyrproject-rtos/zephyr,drivers/can/CMakeLists.txt,Train,Train,1,1
InteractiveComputerGraphics/SPlisHSPlasH,Tools/CMakeLists.txt,Train,Train,1,1
BelledonneCommunications/belle-sip,src/CMakeLists.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/bridgemethods/output_closure/DualUnrelatedAccidentalBridges.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/privateconstructor/output_closure/PrivateConstructor.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/interfacejsbridge/output_closure/InterfaceImpl.impl.java.js.txt,Train,Train,1,1
BelledonneCommunications/bctoolbox,src/CMakeLists.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/overwrittentypevariables/output_closure/HashFunctions$2.impl.java.js.txt,Train,Train,1,1
AliceO2Group/AliceO2,EventVisualisation/DataConverter/CMakeLists.txt,Validation,Train,1,1
thombashi/pytablewriter,docs/pages/introduction/badges.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/cast/output_closure/CastGenerics$B.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/autovalue/output_closure/BaseClass.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/innerclassinitorder/output_closure/InnerClassInitOrder$3.impl.java.js.txt,Train,Train,1,1
MUME/MMapper,CMakeLists.txt,Train,Train,1,1
moonlight-stream/moonlight-common-c,CMakeLists.txt,Train,Train,1,1
apache/spark,sql/core/src/test/resources/tpcds-plan-stability/approved-plans-v1_4/q70/simplified.txt,Train,Train,1,1
vovkos/jancy,src/jnc_ext/jnc_io_cmn/CMakeLists.txt,Test,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/jstypecastsinstanceof/output_closure/CastToTypeVariable$$Overlay.impl.java.js.txt,Train,Train,1,1
tutao/tutanota,third-party.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/anonymousinnerclass/output_closure/AnonymousInnerClass$2.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/localclasswithoutergenerics/output_closure/LocalClassWithOuterGenerics$1Baz.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/bridgejsmethod/output_closure/Main$A.impl.java.js.txt,Train,Validation,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/nativejstypes/output_closure/Main.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/nobridgemethods/output_closure/Map.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/jstype/output_closure/SomeJsType.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/subnativejstype/output_closure/SubNativeJsType.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/staticblocklocalvar/output_closure/StaticBlockLocalVar.impl.java.js.txt,Train,Train,1,1
apache/spark,sql/core/src/test/resources/tpcds-plan-stability/approved-plans-v2_7/q70a.sf100/simplified.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/lambdas/output_closure/Lambdas$$LambdaAdaptor$3.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/typewildcards/output_closure/TypeWildCards$X.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/nobridgemethods/output_closure/CharSet$1.impl.java.js.txt,Train,Train,1,1
miranda-ng/miranda-ng,langpacks/english/Plugins/QuickSearch.txt,Train,Validation,1,1
jfitz/BASIC-1973,test/cmd/load_option_list/ref/stdout.txt,Train,Validation,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/anonymousinnerclass/output_closure/AnonymousInnerClass$1.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/overwrittentypevariables/output_closure/HashFunctions.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/collisions/output_closure/foo.impl.java.js.txt,Train,Train,1,1
apache/spark,sql/core/src/test/resources/tpcds-plan-stability/approved-plans-v1_4/q39a/simplified.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/innerclassinheritance/output_closure/MultipleNestings$InnerClass1$InnerClass2.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/abstractmethodoverridedefault/output_closure/AbstractMethodOverrideDefault$A.impl.java.js.txt,Train,Train,1,1
AliceO2Group/AliceO2,Utilities/DataSampling/CMakeLists.txt,Validation,Train,1,1
AliceO2Group/AliceO2,Detectors/TPC/calibration/SpacePoints/CMakeLists.txt,Validation,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/jsfunction/output_closure/JsFunctionOptimization$1$1.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/multipletopclasses/output_closure/AnotherClass.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/staticnestedclass/output_closure/StaticNestedClassParent$StaticNestedClass.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/jsasync/output_closure/Main$1.impl.java.js.txt,Train,Train,1,1
apache/arrow,cpp/src/gandiva/jni/CMakeLists.txt,Train,Train,1,1
DiligentGraphics/DiligentTools,Imgui/CMakeLists.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/deprecated/output_closure/DeprecatedExample$DeprecatedInterface.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/bridgemethods/output_closure/SpecializedInterface.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/localnamecollision/output_closure/package2/A.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/jsmethod/output_closure/JsMethodExample$Sub.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/classliteral/output_closure/ClassLiteral.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/bridgejsmethod/output_closure/Main$J.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/multipleabstractparents/output_closure/MultipleAbstractParents$List.impl.java.js.txt,Train,Train,1,1
NeoGeographyToolkit/StereoPipeline,CMakeLists.txt,Train,Train,1,1
apache/spark,sql/core/src/test/resources/tpcds-plan-stability/approved-plans-v1_4/q4.sf100/simplified.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/mixednestings/output_closure/MyInterface.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/bridgemethods/output_closure/SuperParent.impl.java.js.txt,Train,Train,1,1
desec-io/desec-stack,api/requirements.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/genericinterfaceabstractimpl/output_closure/AbstractImpl.impl.java.js.txt,Train,Test,1,1
Greedysky/TTKMusicplayer,TTKRun/TTKConsole/CMakeLists.txt,Train,Test,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/deprecated/output_closure/DeprecatedExample$DeprecatedJsEnum$$Overlay.impl.java.js.txt,Train,Train,1,1
Albeoris/Memoria,Memoria.Patcher/StreamingAssets/Data/Characters/Abilities/AbilityFeatures.txt,Train,Train,1,1
Azure/azure-sdk-for-python,sdk/textanalytics/azure-ai-textanalytics/dev_requirements.txt,Train,Train,1,1
clangen/musikcube,CMakeLists.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/collisions/output_closure/goog.impl.java.js.txt,Train,Train,1,1
CompEvol/beast2,release/common/README.txt,Train,Train,1,1
AliceO2Group/AliceO2,Detectors/TOF/simulation/CMakeLists.txt,Validation,Train,1,1
vovkos/jancy,src/jnc_ext/jnc_io_ssl/CMakeLists.txt,Test,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/staticjsmembers/output_closure/StaticJsMembers.impl.java.js.txt,Train,Train,1,1
DiligentGraphics/DiligentSamples,CMakeLists.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/anonymousinnerclass/output_closure/AnonymousInnerClass$InnerClass.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/staticfieldinitializer/output_closure/StaticFieldInitializer.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/abstractmethodoverridedefault/output_closure/AbstractMethodOverrideDefault.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/jsproperties/output_closure/Bar.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/packageprivatemethods/output_closure/package1/Child.impl.java.js.txt,Train,Train,1,1
AliceO2Group/AliceO2,Detectors/EMCAL/calib/CMakeLists.txt,Validation,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/bridgemethods/output_closure/I.impl.java.js.txt,Train,Train,1,1
vovkos/jancy,samples/jnc_sample_01_export_c/CMakeLists.txt,Test,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/trycatch/output_closure/TryCatch$ClosableThing.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/nativejstypeobjectmethods/output_closure/Main$NativeJsTypeWithoutToString$$Overlay.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/bridgemethods/output_closure/BridgeMethodDefault$II.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/jsmethod/output_closure/JsMethodExample$I$$LambdaAdaptor.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/intersectiontype/output_closure/IntersectionTypeTest$MapEntry.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/staticfieldaccesslevels/output_closure/StaticFieldAccessLevels.impl.java.js.txt,Train,Validation,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/bridgejsmethod/output_closure/Main$P.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/instancejsmethods/output_closure/Main.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/transitivejsoverlayimport/output_closure/Immediate$$Overlay.impl.java.js.txt,Train,Train,1,1
ibericode/mailchimp-for-wordpress,readme.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/jsdocreturn/output_closure/JsDocReturn.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/jsasync/output_closure/Main$InterfaceWithAsyncDefaultMethod.impl.java.js.txt,Train,Train,1,1
jfitz/BASIC-1973,test/cmd/run_option_show/ref/stdout.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/nestedgenericclass/output_closure/NestedGenericClass$1G$1H.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/innerclassinitorder/output_closure/InnerClassInitOrder$Outer$TestQualifiedSuperCall.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/breakstatement/output_closure/BreakStatement.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/annotation/output_closure/Main$Foo.impl.java.js.txt,Train,Train,1,1
zephyrproject-rtos/zephyr,samples/net/sockets/big_http_download/CMakeLists.txt,Train,Train,1,1
vovkos/jancy,src/jnc_ext/jnc_io_ssh/CMakeLists.txt,Test,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/anonymousclass/output_closure/SomeInterface$1.impl.java.js.txt,Train,Test,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/jsfunction/output_closure/Main$ApiWithMethodReturningParametricJsFunction$$LambdaAdaptor.impl.java.js.txt,Train,Train,1,1
apache/spark,sql/core/src/test/resources/tpcds-plan-stability/approved-plans-v1_4/q4/simplified.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/innerclassinitorder/output_closure/InnerClassInitOrder$ESInnerSubclass.impl.java.js.txt,Train,Test,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/array/output_closure/Arrays$ArrayContainer.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/methodreferences/output_closure/MethodReferences$Producer$$LambdaAdaptor.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/innerclassinitorder/output_closure/InnerClassInitOrder$InnerClass.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/nativejstypes/output_closure/NativeEnum$$Overlay.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/simplelocalclass/output_closure/SimpleLocalClass$1InnerClassWithoutCaptures.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/anonymousclass/output_closure/AnonymousClass.impl.java.js.txt,Train,Train,1,1
psychopy/psychopy,requirements_suggested.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/jsconstructor/output_closure/JsConstructorClass.impl.java.js.txt,Train,Validation,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/supermethodcall/output_closure/GrandParent.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/nullability/output_closure/Nullability$NullableTemplatedReturn$$LambdaAdaptor.impl.java.js.txt,Train,Test,1,1
extesy/hoverzoom,promo/_locales/pt_PT/description.txt,Train,Train,1,1
vovkos/jancy,src/jnc_ext/jnc_io_pcap/CMakeLists.txt,Test,Train,1,1
stcorp/harp,doc/requirements.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/interfacejsbridge/output_closure/MyJsInterface.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/lambdas/output_closure/Lambdas$GenericFunctionalInterface$$LambdaAdaptor.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/annotation/output_closure/Main$Bar.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/lambdas/output_closure/Lambdas$IdentityFunction.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/abstractmethodoverridedefault/output_closure/AbstractMethodOverrideDefault$B.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/bridgemethods/output_closure/Getter.impl.java.js.txt,Train,Validation,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/bridgejsmethod/output_closure/Main$Child.impl.java.js.txt,Train,Train,1,1
apache/arrow,cpp/src/arrow/filesystem/CMakeLists.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/innerclassinitorder/output_closure/InnerClassInitOrder$2.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/newinnerclasswithsameouter/output_closure/NewInnerClassWithSameOuter$C.impl.java.js.txt,Train,Test,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/genericconstructor/output_closure/GenericConstructor.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/qualifiedsupercall/output_closure/QualifiedSuperCall$InnerClass.impl.java.js.txt,Train,Train,1,1
apache/arrow,cpp/src/plasma/CMakeLists.txt,Train,Train,1,1
googleapis/python-spanner-django,testing/constraints-3.6.txt,Train,Train,1,1
zephyrproject-rtos/zephyr,arch/common/CMakeLists.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/strings/output_closure/Strings$StringHolder.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/bridgemethods/output_closure/B.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/mixednestings/output_closure/MixedNestings$A.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/multipleabstractparents/output_closure/MultipleAbstractParents.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/nestedinstanceinnerclass/output_closure/OuterClass.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/devirtualizedcalls/output_closure/CharSequenceCalls.impl.java.js.txt,Train,Validation,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/lambdas/output_closure/Lambdas$FunctionalInterfaceWithMethodReturningVoid$$LambdaAdaptor.impl.java.js.txt,Train,Validation,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/libraryinfo/output_closure/Main$FunctionnalInterface.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/simplebridgemethods/output_closure/Callable.impl.java.js.txt,Train,Train,1,1
daviddrysdale/python-phonenumbers,resources/carrier/en/63.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/mixednestings/output_closure/MixedNestings.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/intersectiontype/output_closure/IntersectionTypeTest$A.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/unreachableclass/output_closure/Main$1A.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/intersectiontype/output_closure/IntersectionTypeTest$$LambdaAdaptor$1.impl.java.js.txt,Train,Validation,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/simplebridgemethods/output_closure/AnotherTask.impl.java.js.txt,Train,Test,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/nobridgemethods/output_closure/CharSet.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/jsfunction/output_closure/Main$JsFunctionImplementation.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/localclasswithconstructor/output_closure/LocalClassWithConstructor$1LocalClass.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/simplelocalclass/output_closure/SimpleLocalClass$2InnerClass.impl.java.js.txt,Train,Validation,1,1
jfitz/BASIC-1973,test/function/ts_maxm_t_tm/ref/stdout.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/bridgemethods/output_closure/Parent.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/jsenum/output_closure/Main$IntJsEnum$$Overlay.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/bridgemethods/output_closure/BridgeMethodShadowedSignature$B.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/innerclassinitorder/output_closure/InnerClassInitOrder$InnerClass$1ReallyInnerClass.impl.java.js.txt,Train,Train,1,1
StanfordLegion/legion,test/realm/CMakeLists.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/equalsandhashcodeininterface/output_closure/BothInInterface.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/instancefieldaccesslevels/output_closure/InstanceFieldAccessLevels.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/abstractinnerclass/output_closure/InnerClasses$B.impl.java.js.txt,Train,Train,1,1
jfitz/BASIC-1973,test/cmd/option_list_1/ref/stdout.txt,Train,Train,1,1
ElvisResearchGroup/L42,formal/1FullGrammar.txt,Test,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/nativejstypes/output_closure/BarInnerWithDotInNameAndHasNamespace$$Overlay.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/multipleabstractparents/output_closure/MultipleAbstractParents$StringList.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/multipleabstractparents/output_closure/MultipleAbstractParents$Collection$$LambdaAdaptor.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/methodreferences/output_closure/MethodReferences$Producer.impl.java.js.txt,Train,Validation,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/intersectiontype/output_closure/Cmp2.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/jsproperties/output_closure/Foo.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/innerclassinitorder/output_closure/InnerClassInitOrder$OuterRefFromSuperCtorCall.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/jsfunction/output_closure/Main$ApiWithMethodReturningParametricJsFunction.impl.java.js.txt,Train,Train,1,1
jfitz/BASIC-1973,test/function/ts_minm_t_tm/ref/parse.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/localclassinstaticcontext/output_closure/LocalClassInStaticContext$2.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/innerclassinheritance/output_closure/MultipleNestings$Parent.impl.java.js.txt,Train,Train,1,1
gemrb/gemrb,gemrb/plugins/GUIScript/CMakeLists.txt,Train,Test,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/typewildcards/output_closure/TypeWildCards$X$$LambdaAdaptor.impl.java.js.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/innerclassinitorder/output_closure/InnerClassInitOrder$ESWGInnerSubclass.impl.java.js.txt,Train,Train,1,1
